vertex,group_id,degree,beteweeness,from,to
,,,,Invention,Biosphere
,,,,Biosphere,Invention
,,,,Invention,Biology
,,,,Biology,Invention
,,,,Invention,Biodiversity
,,,,Biodiversity,Invention
,,,,Invention,Insects
,,,,Insects,Invention
,,,,Invention,Climate change
,,,,Climate change,Invention
,,,,Invention,Exploration
,,,,Exploration,Invention
,,,,Invention,Arts
,,,,Arts,Invention
,,,,Invention,Architecture
,,,,Architecture,Invention
,,,,Invention,Animals
,,,,Animals,Invention
,,,,Invention,Africa
,,,,Africa,Invention
,,,,Invention,Adventure
,,,,Adventure,Invention
,,,,Invention,Activism
,,,,Activism,Invention
,,,,Internet,Government
,,,,Internet,Global issues
,,,,Internet,Entertainment
,,,,Internet,Education
,,,,Internet,Design
,,,,Internet,Culture
,,,,Internet,Computers
,,,,Internet,Comedy
,,,,Internet,Collaboration
,,,,Internet,Cities
,,,,Internet,Children
,,,,Government,Internet
,,,,Global issues,Internet
,,,,Entertainment,Internet
,,,,Education,Internet
,,,,Design,Internet
,,,,Culture,Internet
,,,,Computers,Internet
,,,,Comedy,Internet
,,,,Collaboration,Internet
,,,,Cities,Internet
,,,,Children,Internet
,,,,Internet,Humanity
,,,,Humanity,Internet
,,,,Internet,Business
,,,,Business,Internet
,,,,Internet,Creativity
,,,,Creativity,Internet
,,,,Internet,Future
,,,,Future,Internet
,,,,Internet,Humor
,,,,Humor,Internet
,,,,Internet,Crime
,,,,Crime,Internet
,,,,Internet,Hack
,,,,Hack,Internet
,,,,Internet,Exploration
,,,,Exploration,Internet
,,,,Internet,Arts
,,,,Arts,Internet
,,,,Internet,Animals
,,,,Animals,Internet
,,,,Internet,Activism
,,,,Activism,Internet
,,,,Insects,Health
,,,,Insects,Green
,,,,Insects,Global issues
,,,,Insects,Film
,,,,Insects,Evolution
,,,,Insects,Environment
,,,,Insects,Education
,,,,Insects,Disease
,,,,Insects,Design
,,,,Insects,Creativity
,,,,Insects,Collaboration
,,,,Insects,Cities
,,,,Insects,Children
,,,,Insects,Business
,,,,Insects,Brain
,,,,Insects,Biosphere
,,,,Insects,Biology
,,,,Insects,Biodiversity
,,,,Health,Insects
,,,,Green,Insects
,,,,Global issues,Insects
,,,,Film,Insects
,,,,Evolution,Insects
,,,,Environment,Insects
,,,,Education,Insects
,,,,Disease,Insects
,,,,Design,Insects
,,,,Creativity,Insects
,,,,Collaboration,Insects
,,,,Cities,Insects
,,,,Children,Insects
,,,,Business,Insects
,,,,Brain,Insects
,,,,Biosphere,Insects
,,,,Biology,Insects
,,,,Biodiversity,Insects
,,,,Insects,Beauty
,,,,Beauty,Insects
,,,,Insects,Animals
,,,,Animals,Insects
,,,,Insects,Birds
,,,,Birds,Insects
,,,,Insects,Activism
,,,,Activism,Insects
,,,,Inequality,Health
,,,,Inequality,Green
,,,,Inequality,Global issues
,,,,Inequality,Future
,,,,Inequality,Environment
,,,,Inequality,Education
,,,,Inequality,Economics
,,,,Inequality,Culture
,,,,Inequality,Communication
,,,,Inequality,Cities
,,,,Inequality,Business
,,,,Health,Inequality
,,,,Green,Inequality
,,,,Global issues,Inequality
,,,,Future,Inequality
,,,,Environment,Inequality
,,,,Education,Inequality
,,,,Economics,Inequality
,,,,Culture,Inequality
,,,,Communication,Inequality
,,,,Cities,Inequality
,,,,Business,Inequality
,,,,Inequality,Development
,,,,Development,Inequality
,,,,Inequality,Humor
,,,,Humor,Inequality
,,,,Inequality,Film
,,,,Film,Inequality
,,,,Inequality,Identity
,,,,Identity,Inequality
,,,,Inequality,Crime
,,,,Crime,Inequality
,,,,Inequality,Beauty
,,,,Beauty,Inequality
,,,,Inequality,Gender
,,,,Gender,Inequality
,,,,Inequality,Fashion
,,,,Fashion,Inequality
,,,,Inequality,Africa
,,,,Africa,Inequality
,,,,Inequality,Activism
,,,,Activism,Inequality
,,,,Identity,Humor
,,,,Identity,Humanity
,,,,Identity,Health care
,,,,Identity,Health
,,,,Identity,Global issues
,,,,Identity,Film
,,,,Identity,Entertainment
,,,,Identity,Culture
,,,,Identity,Children
,,,,Humor,Identity
,,,,Humanity,Identity
,,,,Health care,Identity
,,,,Health,Identity
,,,,Global issues,Identity
,,,,Film,Identity
,,,,Entertainment,Identity
,,,,Culture,Identity
,,,,Children,Identity
,,,,Identity,Dance
,,,,Dance,Identity
,,,,Identity,Feminism
,,,,Feminism,Identity
,,,,Identity,Arts
,,,,Arts,Identity
,,,,Identity,Beauty
,,,,Beauty,Identity
,,,,Identity,Gender
,,,,Gender,Identity
,,,,Identity,Fashion
,,,,Fashion,Identity
,,,,Identity,Africa
,,,,Africa,Identity
,,,,Identity,Activism
,,,,Activism,Identity
,,,,Humor,Humanity
,,,,Humor,Health
,,,,Humor,Green
,,,,Humor,Global issues
,,,,Humor,Future
,,,,Humor,Evolution
,,,,Humor,Entertainment
,,,,Humor,Education
,,,,Humor,Design
,,,,Humor,Culture
,,,,Humor,Creativity
,,,,Humor,Computers
,,,,Humor,Community
,,,,Humor,Communication
,,,,Humor,Comedy
,,,,Humor,Collaboration
,,,,Humor,Cities
,,,,Humor,Children
,,,,Humor,Business
,,,,Humanity,Humor
,,,,Health,Humor
,,,,Green,Humor
,,,,Global issues,Humor
,,,,Future,Humor
,,,,Evolution,Humor
,,,,Entertainment,Humor
,,,,Education,Humor
,,,,Design,Humor
,,,,Culture,Humor
,,,,Creativity,Humor
,,,,Computers,Humor
,,,,Community,Humor
,,,,Communication,Humor
,,,,Comedy,Humor
,,,,Collaboration,Humor
,,,,Cities,Humor
,,,,Children,Humor
,,,,Business,Humor
,,,,Humor,Film
,,,,Film,Humor
,,,,Humor,Brain
,,,,Brain,Humor
,,,,Humor,Disability
,,,,Disability,Humor
,,,,Humor,Happiness
,,,,Happiness,Humor
,,,,Humor,Hack
,,,,Hack,Humor
,,,,Humor,Biology
,,,,Biology,Humor
,,,,Humor,Climate change
,,,,Climate change,Humor
,,,,Humor,Exploration
,,,,Exploration,Humor
,,,,Humor,Feminism
,,,,Feminism,Humor
,,,,Humor,Arts
,,,,Arts,Humor
,,,,Humor,Gender
,,,,Gender,Humor
,,,,Humor,Brazil
,,,,Brazil,Humor
,,,,Humor,Architecture
,,,,Architecture,Humor
,,,,Humor,Animals
,,,,Animals,Humor
,,,,Humor,Africa
,,,,Africa,Humor
,,,,Humor,Birds
,,,,Birds,Humor
,,,,Humor,Activism
,,,,Activism,Humor
,,,,Humanity,Health care
,,,,Humanity,Health
,,,,Humanity,Global issues
,,,,Humanity,Environment
,,,,Humanity,Entertainment
,,,,Humanity,Education
,,,,Humanity,Design
,,,,Humanity,Culture
,,,,Humanity,Comedy
,,,,Humanity,Collaboration
,,,,Humanity,Children
,,,,Health care,Humanity
,,,,Health,Humanity
,,,,Global issues,Humanity
,,,,Environment,Humanity
,,,,Entertainment,Humanity
,,,,Education,Humanity
,,,,Design,Humanity
,,,,Culture,Humanity
,,,,Comedy,Humanity
,,,,Collaboration,Humanity
,,,,Children,Humanity
,,,,Humanity,Economics
,,,,Economics,Humanity
,,,,Humanity,Community
,,,,Community,Humanity
,,,,Humanity,Communication
,,,,Communication,Humanity
,,,,Humanity,Business
,,,,Business,Humanity
,,,,Humanity,Future
,,,,Future,Humanity
,,,,Humanity,Evolution
,,,,Evolution,Humanity
,,,,Humanity,Film
,,,,Film,Humanity
,,,,Humanity,Brain
,,,,Brain,Humanity
,,,,Humanity,Biology
,,,,Biology,Humanity
,,,,Humanity,Climate change
,,,,Climate change,Humanity
,,,,Humanity,Exploration
,,,,Exploration,Humanity
,,,,Humanity,Animals
,,,,Animals,Humanity
,,,,Humanity,Africa
,,,,Africa,Humanity
,,,,Humanity,Adventure
,,,,Adventure,Humanity
,,,,Humanity,Activism
,,,,Activism,Humanity
,,,,Heart health,Health care
,,,,Heart health,Health
,,,,Heart health,Global issues
,,,,Heart health,Disease
,,,,Heart health,Development
,,,,Heart health,Design
,,,,Heart health,Cities
,,,,Health care,Heart health
,,,,Health,Heart health
,,,,Global issues,Heart health
,,,,Disease,Heart health
,,,,Development,Heart health
,,,,Design,Heart health
,,,,Cities,Heart health
,,,,Heart health,Biology
,,,,Biology,Heart health
,,,,Heart health,Africa
,,,,Africa,Heart health
,,,,Heart health,Activism
,,,,Activism,Heart health
,,,,Health care,Health
,,,,Health care,Global issues
,,,,Health,Health care
,,,,Global issues,Health care
,,,,Health care,Design
,,,,Design,Health care
,,,,Health care,Culture
,,,,Culture,Health care
,,,,Health care,Entertainment
,,,,Entertainment,Health care
,,,,Health care,Collaboration
,,,,Collaboration,Health care
,,,,Health care,Education
,,,,Education,Health care
,,,,Health care,Children
,,,,Children,Health care
,,,,Health care,Cities
,,,,Cities,Health care
,,,,Health care,Economics
,,,,Economics,Health care
,,,,Health care,Community
,,,,Community,Health care
,,,,Health care,Communication
,,,,Communication,Health care
,,,,Health care,Business
,,,,Business,Health care
,,,,Health care,Creativity
,,,,Creativity,Health care
,,,,Health care,Future
,,,,Future,Health care
,,,,Health care,Disease
,,,,Disease,Health care
,,,,Health care,Development
,,,,Development,Health care
,,,,Health care,Brain
,,,,Brain,Health care
,,,,Health care,Biology
,,,,Biology,Health care
,,,,Health care,Cancer
,,,,Cancer,Health care
,,,,Health care,Arts
,,,,Arts,Health care
,,,,Health care,Africa
,,,,Africa,Health care
,,,,Health care,AIDS
,,,,AIDS,Health care
,,,,Health care,Activism
,,,,Activism,Health care
,,,,Health,Green
,,,,Green,Health
,,,,Health,Global issues
,,,,Global issues,Health
,,,,Health,Environment
,,,,Environment,Health
,,,,Health,Design
,,,,Design,Health
,,,,Health,Culture
,,,,Culture,Health
,,,,Health,Entertainment
,,,,Entertainment,Health
,,,,Health,Collaboration
,,,,Collaboration,Health
,,,,Health,Education
,,,,Education,Health
,,,,Health,Children
,,,,Children,Health
,,,,Health,Cities
,,,,Cities,Health
,,,,Health,Economics
,,,,Economics,Health
,,,,Health,Community
,,,,Community,Health
,,,,Health,Communication
,,,,Communication,Health
,,,,Health,Business
,,,,Business,Health
,,,,Health,Future
,,,,Future,Health
,,,,Health,Evolution
,,,,Evolution,Health
,,,,Health,Disease
,,,,Disease,Health
,,,,Health,Development
,,,,Development,Health
,,,,Health,Film
,,,,Film,Health
,,,,Health,Brain
,,,,Brain,Health
,,,,Health,Happiness
,,,,Happiness,Health
,,,,Health,Biology
,,,,Biology,Health
,,,,Health,Biodiversity
,,,,Biodiversity,Health
,,,,Health,Climate change
,,,,Climate change,Health
,,,,Health,Cancer
,,,,Cancer,Health
,,,,Health,Exploration
,,,,Exploration,Health
,,,,Health,Bullying
,,,,Bullying,Health
,,,,Health,Architecture
,,,,Architecture,Health
,,,,Health,Animals
,,,,Animals,Health
,,,,Health,Africa
,,,,Africa,Health
,,,,Health,AIDS
,,,,AIDS,Health
,,,,Health,Activism
,,,,Activism,Health
,,,,Happiness,Global issues
,,,,Happiness,Future
,,,,Happiness,Film
,,,,Happiness,Faith
,,,,Happiness,Evolution
,,,,Happiness,Entertainment
,,,,Happiness,Education
,,,,Happiness,Economics
,,,,Happiness,Design
,,,,Happiness,Culture
,,,,Happiness,Creativity
,,,,Happiness,Community
,,,,Happiness,Communication
,,,,Happiness,Cities
,,,,Happiness,Children
,,,,Happiness,Business
,,,,Happiness,Brain
,,,,Global issues,Happiness
,,,,Future,Happiness
,,,,Film,Happiness
,,,,Faith,Happiness
,,,,Evolution,Happiness
,,,,Entertainment,Happiness
,,,,Education,Happiness
,,,,Economics,Happiness
,,,,Design,Happiness
,,,,Culture,Happiness
,,,,Creativity,Happiness
,,,,Community,Happiness
,,,,Communication,Happiness
,,,,Cities,Happiness
,,,,Children,Happiness
,,,,Business,Happiness
,,,,Brain,Happiness
,,,,Happiness,God
,,,,God,Happiness
,,,,Happiness,Arts
,,,,Arts,Happiness
,,,,Happiness,Beauty
,,,,Beauty,Happiness
,,,,Happiness,Gender
,,,,Gender,Happiness
,,,,Happiness,Adventure
,,,,Adventure,Happiness
,,,,Happiness,Activism
,,,,Activism,Happiness
,,,,Hack,Green
,,,,Hack,Global issues
,,,,Hack,Entertainment
,,,,Hack,Education
,,,,Hack,Design
,,,,Hack,Crime
,,,,Hack,Computers
,,,,Hack,Communication
,,,,Hack,Collaboration
,,,,Hack,Cities
,,,,Hack,Business
,,,,Green,Hack
,,,,Global issues,Hack
,,,,Entertainment,Hack
,,,,Education,Hack
,,,,Design,Hack
,,,,Crime,Hack
,,,,Computers,Hack
,,,,Communication,Hack
,,,,Collaboration,Hack
,,,,Cities,Hack
,,,,Business,Hack
,,,,Hack,Animals
,,,,Animals,Hack
,,,,Hack,Activism
,,,,Activism,Hack
,,,,Green,Global issues
,,,,Global issues,Green
,,,,Green,Environment
,,,,Environment,Green
,,,,Green,Disaster relief
,,,,Disaster relief,Green
,,,,Green,Design
,,,,Design,Green
,,,,Green,Culture
,,,,Culture,Green
,,,,Green,Entertainment
,,,,Entertainment,Green
,,,,Green,Collaboration
,,,,Collaboration,Green
,,,,Green,Education
,,,,Education,Green
,,,,Green,Children
,,,,Children,Green
,,,,Green,Cities
,,,,Cities,Green
,,,,Green,Economics
,,,,Economics,Green
,,,,Green,Community
,,,,Community,Green
,,,,Green,Communication
,,,,Communication,Green
,,,,Green,Business
,,,,Business,Green
,,,,Green,Creativity
,,,,Creativity,Green
,,,,Green,Future
,,,,Future,Green
,,,,Green,Disease
,,,,Disease,Green
,,,,Green,Development
,,,,Development,Green
,,,,Green,Biosphere
,,,,Biosphere,Green
,,,,Green,Biology
,,,,Biology,Green
,,,,Green,Biodiversity
,,,,Biodiversity,Green
,,,,Green,Climate change
,,,,Climate change,Green
,,,,Green,Exploration
,,,,Exploration,Green
,,,,Green,Arts
,,,,Arts,Green
,,,,Green,Brazil
,,,,Brazil,Green
,,,,Green,Architecture
,,,,Architecture,Green
,,,,Green,Animals
,,,,Animals,Green
,,,,Green,Africa
,,,,Africa,Green
,,,,Green,Adventure
,,,,Adventure,Green
,,,,Green,Activism
,,,,Activism,Green
,,,,Government,Global issues
,,,,Government,Environment
,,,,Government,Design
,,,,Government,Culture
,,,,Global issues,Government
,,,,Environment,Government
,,,,Design,Government
,,,,Culture,Government
,,,,Government,Computers
,,,,Computers,Government
,,,,Government,Comedy
,,,,Comedy,Government
,,,,Government,Collaboration
,,,,Collaboration,Government
,,,,Government,Education
,,,,Education,Government
,,,,Government,Cities
,,,,Cities,Government
,,,,Government,Economics
,,,,Economics,Government
,,,,Government,Community
,,,,Community,Government
,,,,Government,Business
,,,,Business,Government
,,,,Government,Future
,,,,Future,Government
,,,,Government,Europe
,,,,Europe,Government
,,,,Government,Crime
,,,,Crime,Government
,,,,Government,Activism
,,,,Activism,Government
,,,,God,Global issues
,,,,God,Faith
,,,,God,Evolution
,,,,God,Disaster relief
,,,,God,Culture
,,,,God,Comedy
,,,,God,Brain
,,,,Global issues,God
,,,,Faith,God
,,,,Evolution,God
,,,,Disaster relief,God
,,,,Culture,God
,,,,Comedy,God
,,,,Brain,God
,,,,God,Arts
,,,,Arts,God
,,,,God,Activism
,,,,Activism,God
,,,,Global issues,Environment
,,,,Environment,Global issues
,,,,Global issues,Disaster relief
,,,,Disaster relief,Global issues
,,,,Global issues,Design
,,,,Design,Global issues
,,,,Global issues,Culture
,,,,Culture,Global issues
,,,,Global issues,Entertainment
,,,,Entertainment,Global issues
,,,,Global issues,Computers
,,,,Computers,Global issues
,,,,Global issues,Comedy
,,,,Comedy,Global issues
,,,,Global issues,Collaboration
,,,,Collaboration,Global issues
,,,,Global issues,Education
,,,,Education,Global issues
,,,,Global issues,Children
,,,,Children,Global issues
,,,,Global issues,Faith
,,,,Faith,Global issues
,,,,Global issues,Cities
,,,,Cities,Global issues
,,,,Global issues,Economics
,,,,Economics,Global issues
,,,,Global issues,Community
,,,,Community,Global issues
,,,,Global issues,Communication
,,,,Communication,Global issues
,,,,Global issues,Business
,,,,Business,Global issues
,,,,Global issues,Creativity
,,,,Creativity,Global issues
,,,,Global issues,Future
,,,,Future,Global issues
,,,,Global issues,Evolution
,,,,Evolution,Global issues
,,,,Global issues,Disease
,,,,Disease,Global issues
,,,,Global issues,Development
,,,,Development,Global issues
,,,,Global issues,Europe
,,,,Europe,Global issues
,,,,Global issues,Film
,,,,Film,Global issues
,,,,Global issues,Brain
,,,,Brain,Global issues
,,,,Global issues,Disability
,,,,Disability,Global issues
,,,,Global issues,Dance
,,,,Dance,Global issues
,,,,Global issues,Crime
,,,,Crime,Global issues
,,,,Global issues,Biosphere
,,,,Biosphere,Global issues
,,,,Global issues,Biology
,,,,Biology,Global issues
,,,,Global issues,Biodiversity
,,,,Biodiversity,Global issues
,,,,Global issues,Climate change
,,,,Climate change,Global issues
,,,,Global issues,Exploration
,,,,Exploration,Global issues
,,,,Global issues,Feminism
,,,,Feminism,Global issues
,,,,Global issues,Arts
,,,,Arts,Global issues
,,,,Global issues,Beauty
,,,,Beauty,Global issues
,,,,Global issues,Bullying
,,,,Bullying,Global issues
,,,,Global issues,Gender
,,,,Gender,Global issues
,,,,Global issues,Egypt
,,,,Egypt,Global issues
,,,,Global issues,Brazil
,,,,Brazil,Global issues
,,,,Global issues,Architecture
,,,,Architecture,Global issues
,,,,Global issues,Animals
,,,,Animals,Global issues
,,,,Global issues,Africa
,,,,Africa,Global issues
,,,,Global issues,AIDS
,,,,AIDS,Global issues
,,,,Global issues,Birds
,,,,Birds,Global issues
,,,,Global issues,Adventure
,,,,Adventure,Global issues
,,,,Global issues,Activism
,,,,Activism,Global issues
,,,,Gender,Feminism
,,,,Gender,Evolution
,,,,Gender,Entertainment
,,,,Gender,Education
,,,,Gender,Culture
,,,,Gender,Beauty
,,,,Gender,Arts
,,,,Feminism,Gender
,,,,Evolution,Gender
,,,,Entertainment,Gender
,,,,Education,Gender
,,,,Culture,Gender
,,,,Beauty,Gender
,,,,Arts,Gender
,,,,Gender,Fashion
,,,,Fashion,Gender
,,,,Gender,Activism
,,,,Activism,Gender
,,,,Future,Environment
,,,,Future,Entertainment
,,,,Future,Education
,,,,Future,Economics
,,,,Future,Disaster relief
,,,,Future,Design
,,,,Future,Culture
,,,,Future,Creativity
,,,,Future,Computers
,,,,Future,Communication
,,,,Future,Collaboration
,,,,Future,Cities
,,,,Future,Children
,,,,Future,Business
,,,,Environment,Future
,,,,Entertainment,Future
,,,,Education,Future
,,,,Economics,Future
,,,,Disaster relief,Future
,,,,Design,Future
,,,,Culture,Future
,,,,Creativity,Future
,,,,Computers,Future
,,,,Communication,Future
,,,,Collaboration,Future
,,,,Cities,Future
,,,,Children,Future
,,,,Business,Future
,,,,Future,Evolution
,,,,Evolution,Future
,,,,Future,Disease
,,,,Disease,Future
,,,,Future,Development
,,,,Development,Future
,,,,Future,Film
,,,,Film,Future
,,,,Future,Brain
,,,,Brain,Future
,,,,Future,Dance
,,,,Dance,Future
,,,,Future,Crime
,,,,Crime,Future
,,,,Future,Biosphere
,,,,Biosphere,Future
,,,,Future,Biology
,,,,Biology,Future
,,,,Future,Biodiversity
,,,,Biodiversity,Future
,,,,Future,Climate change
,,,,Climate change,Future
,,,,Future,Arts
,,,,Arts,Future
,,,,Future,Architecture
,,,,Architecture,Future
,,,,Future,Fashion
,,,,Fashion,Future
,,,,Future,Africa
,,,,Africa,Future
,,,,Future,AIDS
,,,,AIDS,Future
,,,,Future,Activism
,,,,Activism,Future
,,,,Film,Evolution
,,,,Film,Environment
,,,,Film,Entertainment
,,,,Film,Education
,,,,Film,Design
,,,,Film,Culture
,,,,Film,Creativity
,,,,Film,Computers
,,,,Film,Communication
,,,,Film,Collaboration
,,,,Film,Cities
,,,,Film,Children
,,,,Film,Business
,,,,Evolution,Film
,,,,Environment,Film
,,,,Entertainment,Film
,,,,Education,Film
,,,,Design,Film
,,,,Culture,Film
,,,,Creativity,Film
,,,,Computers,Film
,,,,Communication,Film
,,,,Collaboration,Film
,,,,Cities,Film
,,,,Children,Film
,,,,Business,Film
,,,,Film,Biology
,,,,Biology,Film
,,,,Film,Climate change
,,,,Climate change,Film
,,,,Film,Exploration
,,,,Exploration,Film
,,,,Film,Arts
,,,,Arts,Film
,,,,Film,Beauty
,,,,Beauty,Film
,,,,Film,Architecture
,,,,Architecture,Film
,,,,Film,Animals
,,,,Animals,Film
,,,,Film,Africa
,,,,Africa,Film
,,,,Film,Birds
,,,,Birds,Film
,,,,Film,Adventure
,,,,Adventure,Film
,,,,Film,Activism
,,,,Activism,Film
,,,,Feminism,Entertainment
,,,,Feminism,Education
,,,,Feminism,Economics
,,,,Feminism,Development
,,,,Feminism,Culture
,,,,Feminism,Comedy
,,,,Feminism,Business
,,,,Entertainment,Feminism
,,,,Education,Feminism
,,,,Economics,Feminism
,,,,Development,Feminism
,,,,Culture,Feminism
,,,,Comedy,Feminism
,,,,Business,Feminism
,,,,Feminism,Bullying
,,,,Bullying,Feminism
,,,,Feminism,Fashion
,,,,Fashion,Feminism
,,,,Feminism,Africa
,,,,Africa,Feminism
,,,,Feminism,Activism
,,,,Activism,Feminism
,,,,Fashion,Entertainment
,,,,Fashion,Design
,,,,Fashion,Culture
,,,,Fashion,Creativity
,,,,Fashion,Business
,,,,Fashion,Biology
,,,,Fashion,Beauty
,,,,Entertainment,Fashion
,,,,Design,Fashion
,,,,Culture,Fashion
,,,,Creativity,Fashion
,,,,Business,Fashion
,,,,Biology,Fashion
,,,,Beauty,Fashion
,,,,Fashion,Activism
,,,,Activism,Fashion
,,,,Faith,Entertainment
,,,,Faith,Culture
,,,,Faith,Collaboration
,,,,Entertainment,Faith
,,,,Culture,Faith
,,,,Collaboration,Faith
,,,,Faith,Brain
,,,,Brain,Faith
,,,,Faith,Beauty
,,,,Beauty,Faith
,,,,Faith,Egypt
,,,,Egypt,Faith
,,,,Faith,Activism
,,,,Activism,Faith
,,,,Exploration,Evolution
,,,,Exploration,Entertainment
,,,,Exploration,Education
,,,,Exploration,Disease
,,,,Exploration,Design
